NOBILIS,NOMBRE,SEXO*,NIVEL,EMERITO,INSTITUCIÓN DE ADSCRIPCIÓN,DEPENDENCIA,ESTADO,,,,,,,,,,,
M. EN C.,"DE MICHELI SERRA,ALFREDO ALESSANDRO",H,2,,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,DIRECCION DE INVESTIGACION,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"GOMEZ ROMERO,JOSE RICARDO",H,3,E,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD IZTAPALAPA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"DE LOS REYES GARCIA ROJAS,AURELIO",H,3,E,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES ESTETICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"SALGADO CERVANTES,MARCO ANTONIO",H,2,,INSTITUTO TECNOLOGICO DE VERACRUZ,INSTITUTO TECNOLOGICO DE VERACRUZ,VERACRUZ,,,,,,,,,,,
LIC.,"MANRIQUE CASTAÐEDA,JORGE ALBERTO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES ESTETICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"BAÐOS RAMIREZ,OTHON",H,2,,UNIVERSIDAD AUTONOMA DE YUCATAN,CENTRO DE INVESTIGACIONES REGIONALES DR. HIDEYO NOGUCHI,YUCATAN,,,,,,,,,,,
DR.,"GONZALEZ OROPEZA,MANUEL",H,3,,PODER JUDICIAL DE LA FEDERACION,TRIBUNAL ELECTORAL,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"BARTRA MURIA,ROGER",H,3,E,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES SOCIALES,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"GARCIA GALINDO,HUGO SERGIO",H,3,,INSTITUTO TECNOLOGICO DE VERACRUZ,INSTITUTO TECNOLOGICO DE VERACRUZ,VERACRUZ,,,,,,,,,,,
DR.,"MALACARA HERNANDEZ,JUAN MANUEL",H,3,,UNIVERSIDAD DE GUANAJUATO,CAMPUS LEON,GUANAJUATO,,,,,,,,,,,
DRA.,"MCCLUNG HEUMANN,EMILY SEITZ",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES ANTROPOLOGICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"JIMENEZ MONTAÐO,MIGUEL ANGEL",H,2,,UNIVERSIDAD VERACRUZANA,CAMPUS XALAPA,VERACRUZ,,,,,,,,,,,
DR.,"ACOSTA NAJARRO,DWIGHT ROBERTO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"GUTIERREZ GARZA,ESTHELA MARIA",M,3,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,INSTITUTO DE INVESTIGACIONES SOCIALES,NUEVO LEON,,,,,,,,,,,
DR.,"VINIEGRA VELAZQUEZ,LEONARDO ENRIQUE",H,1,,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,DIVISION DE INVESTIGACION,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"IBARGUENGOYTIA GONZALEZ,PABLO HECTOR",H,1,,INSTITUTO DE INVESTIGACIONES ELECTRICAS,DIVISION DE SISTEMAS DE CONTROL,MORELOS,,,,,,,,,,,
DR.,"PEÐA DIAZ,ANTONIO CALVIN",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISIOLOGIA CELULAR,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"VILLAFUERTE CASTREJON,MARIA ELENA DELREFUG",M,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES EN MATERIALES,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"LOPEZ COLOME,ANA MARIA",M,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISIOLOGIA CELULAR,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"VALENZUELA MONJARAS,RAUL ALEJANDRO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES EN MATERIALES,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CABRERA ORTIZ,ARMANDO DANIEL",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE QUIMICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"PEREZ PERAZA,JORGE ALBERTO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE GEOFISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"RIVERA REBOLLEDO,JOSE MANUEL",H,1,,INSTITUTO POLITECNICO NACIONAL,ESCUELA SUPERIOR DE FISICA Y MATEMATICAS,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"GOJMAN GOLDBERG,ALICIA",M,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE ESTUDIOS SUPERIORES ACATLAN,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"CORONADO GALLARDO,MANUEL",H,1,,INSTITUTO MEXICANO DEL PETROLEO,DIRECCION DE INVESTIGACION Y POSGRADO,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"VARGAS GUTIERREZ,GREGORIO",H,2,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,UNIDAD SALTILLO,COAHUILA,,,,,,,,,,,
DR.,"PEREZ ENRIQUEZ,HECTOR ROMAN",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE GEOCIENCIAS,QUERETARO,,,,,,,,,,,
DR.,"VALDES GALICIA,JOSE FRANCISCO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE GEOFISICA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"GOMEZ ARROYO,SANDRA LUZ",M,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE CIENCIAS DE LA ATMOSFERA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"VILLALOBOS Y PIETRINI,RAFAEL DE JESUS",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE CIENCIAS DE LA ATMOSFERA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"RUBIO ARROYO,MANUEL FERNANDO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE QUIMICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CALLEJA GJUMLICH,JORGE HUGO",H,2,,CENTRO NACIONAL DE INVESTIGACION Y DESARROLLO TECNOLOGICO,CENTRO NACIONAL DE INVESTIGACION Y DESARROLLO TECNOLOGICO,MORELOS,,,,,,,,,,,
DRA.,"DIAZ GUERRERO,GABRIELA ALICIA",M,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"FUENTES MOYADO,SERGIO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE NANOCIENCIAS Y NANOTECNOLOGIA,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"GONZALEZ FLORES,AGUSTIN EDUARDO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS FISICAS,MORELOS,,,,,,,,,,,
DR.,"ROSENBAUM PITLUCK,MARCOS",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS NUCLEARES,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"SHIMADA MIYASAKA,ARMANDO",H,3,E,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE ESTUDIOS SUPERIORES CUAUTITLAN,QUERETARO,,,,,,,,,,,
DR.,"PRADA OROPEZA,RENATO",H,3,,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,FACULTAD DE FILOSOFIA Y LETRAS,PUEBLA,,,,,,,,,,,
DRA.,"VARGASLUGO RANGEL,ELISA",M,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES ESTETICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"TORRES JIMENEZ,JOSE",H,2,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,UNIDAD CIUDAD VICTORIA,TAMAULIPAS,,,,,,,,,,,
M. EN C.,"ALMANZA SALGADO,RAFAEL",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INGENIERIA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"SANTIAGO CRUZ,MARIA DE JESUS",M,1,,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,"INSTITUTO DE SOCIOECONOMIA, ESTADISTICA E INFORMATICA","M?XICO, EDO. DE",,,,,,,,,,,
DR.,"LARQUE SAAVEDRA,FRANCISCO ALFONSO",H,3,E,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",UNIDAD DE RECURSOS NATURALES,YUCATAN,,,,,,,,,,,
DR.,"HUBERMAN WAJSMAN,ALBERTO",H,2,,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,DIRECCION DE INVESTIGACION,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"DIAZ MIRANDA,SOFIA YOLANDA",M,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE NEUROBIOLOGIA,QUERETARO,,,,,,,,,,,
DRA.,"DE OLIVEIRA BARBOSA,ORLANDINA",M,3,E,"EL COLEGIO DE MEXICO, A.C.",CENTRO DE ESTUDIOS SOCIOLOGICOS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"GARCIA CALDERON,GASTON DANIEL",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"MARTINEZ MADRID,MIGUEL",H,1,,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,INSTITUTO MEXICANO DEL TRANSPORTE,QUERETARO,,,,,,,,,,,
DR.,"ORTIZ ORTIZ,LIBRADO",H,3,,UNIVERSIDDA DE LOS ANDES VENEZUELA,UNIVERSIDDA DE LOS ANDES VENEZUELA,NO DISPONIBLE,,,,,,,,,,,
DR.,"GOMEZ MANCILLA,JULIO CESAR",H,1,,INSTITUTO POLITECNICO NACIONAL,ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"NAJERA CORONADO,MARTHA ILIA",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES FILOLOGICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CONDES LARA,MIGUEL",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE NEUROBIOLOGIA,QUERETARO,,,,,,,,,,,
DR.,"DEL CASTILLO MUSSOT,MARCELO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"MUÐOZ MARTINEZ,EMILIO JULIO",H,2,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,"DEPTO. DE FISIOLOGIA, BIOFISICA Y NEUROCIENCIAS",DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ESCOBOSA ECHAVARRIA,ARTURO",H,2,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE INGENIERIA ELECTRICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ASOMOZA Y PALACIO,JOSE PABLO R",H,3,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE INGENIERIA ELECTRICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"MAGAÐA SOLIS,LUIS FERNANDO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"VAZQUEZ MANTECON,MARIA DEL CARMEN",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES HISTORICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"FALCONY GUAJARDO,CIRO",H,3,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"SANCHEZ VIESCA,FRANCISCO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE QUIMICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"HERRERA VELAZQUEZ,JOSE JULIO EMILIO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS NUCLEARES,DISTRITO FEDERAL,,,,,,,,,,,
MTRO.,"MINA VALDES,ALEJANDRO",H,1,,"EL COLEGIO DE MEXICO, A.C.",CENTRO DE ESTUDIOS DEMOGRAFICOS Y DE DESARROLLO URBANO,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"LUNA ACOSTA,GERMAN AURELIO",H,3,,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,INSTITUTO DE FISICA LUIS RIVERA TERRAZAS,PUEBLA,,,,,,,,,,,
DR.,"MALDONADO GRANIEL,LUIS ANGEL",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE QUIMICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"PELLICER GRAHAM,FRANCISCO JULIO",H,2,,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÐIZ,DIVISION DE INVESTIGACION EN NEUROCIENCIAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ALCOCER VARELA,JORGE CARLOS",H,3,E,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,DIRECCION DE INVESTIGACION,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CELIS SANDOVAL,HELIODORO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISIOLOGIA CELULAR,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"REYES SANCHEZ,JOSE LUIS",H,3,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,"DEPTO. DE FISIOLOGIA, BIOFISICA Y NEUROCIENCIAS",DISTRITO FEDERAL,,,,,,,,,,,
M. EN C.,"PONCE DE LEON ROSALES,SAMUEL",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE MEDICINA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"FAVARI PEROZZI,LILIANA",M,1,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE FARMACOLOGIA Y TOXICOLOGIA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"PICK STEINER,SUSAN EMILY",M,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE PSICOLOGIA,DISTRITO FEDERAL,,,,,,,,,,,
MED.,"CHAVEZ COSIO,EDMUNDO",H,3,,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,DIRECCION DE INVESTIGACION,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"MORA DELGADO,MARCO ANTONIO",H,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD IZTAPALAPA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ZARATE DEL VALLE,PEDRO FAUSTINO",H,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS EXACTAS E INGENIERIAS,JALISCO,,,,,,,,,,,
DR.,"ARANDA GOMEZ,JOSE JORGE",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE GEOCIENCIAS,QUERETARO,,,,,,,,,,,
DR.,"SALAZAR IBARGUEN,HUMBERTO ANTONIO",H,3,,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,FACULTAD DE CIENCIAS FISICO-MATEMATICAS,PUEBLA,,,,,,,,,,,
M. EN C.,"ROJO ASENJO,ONOFRE",H,2,,INSTITUTO POLITECNICO NACIONAL,"CENTRO DE INVESTIGACIONES ECONOMICAS, ADMINISTRATIVAS Y SOC.",DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"ESPIN OCAMPO,ELDA GUADALUPE",M,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE BIOTECNOLOGIA,MORELOS,,,,,,,,,,,
DR.,"PALACIOS DE LA LAMA,RAFAEL RAUL",H,3,E,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE CIENCIAS GENOMICAS,MORELOS,,,,,,,,,,,
DRA.,"ORTIZ SALAZAR,MARIA ESTHER",M,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"FARIAS SANCHEZ,MARIO HUMBERTO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE NANOCIENCIAS Y NANOTECNOLOGIA,BAJA CALIFORNIA,,,,,,,,,,,
DRA.,"SCHMIDT OSMANCZIK,UTE B?RBEL",M,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES FILOLOGICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"COTA ARAIZA,LEONEL SUSANO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE NANOCIENCIAS Y NANOTECNOLOGIA,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"COTA ARAIZA,ERNESTO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE NANOCIENCIAS Y NANOTECNOLOGIA,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"DEL CASTILLO DAVILA,LUIS FELIPE",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES EN MATERIALES,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"VENTURA JUAREZ,JAVIER",H,2,,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,CENTRO DE CIENCIAS BASICAS,AGUASCALIENTES,,,,,,,,,,,
DR.,"RODRIGUEZ ZEPEDA,ROSALIO FERNANDO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"DOMINGUEZ ESQUIVEL,JOSE MANUEL",H,3,,INSTITUTO MEXICANO DEL PETROLEO,DIRECCION DE INVESTIGACION Y POSGRADO,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"PALACIOS VARGAS,GUADALUPE",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE CIENCIAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"PIÐA GARZA,EDUARDO",H,3,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD IZTAPALAPA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ESPINDOLA CASTRO,JUAN MANUEL",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE GEOFISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"SINGH SINGH,SHRI KRISHNA",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE GEOFISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CORTES ZORRILLA,JOSE",H,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD IZTAPALAPA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ZINKER RUZAL,SAMUEL",H,1,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE GENETICA Y BIOLOGIA MOLECULAR,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"MARTINEZ GOMEZ,LORENZO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS FISICAS,MORELOS,,,,,,,,,,,
DR.,"PAREDES LOPEZ,OCTAVIO",H,3,E,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,UNIDAD IRAPUATO,GUANAJUATO,,,,,,,,,,,
DR.,"POSADAS DEL RIO,FRANCISCO ANIBAL",H,1,,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,CENTRO DE CIENCIAS BASICAS,AGUASCALIENTES,,,,,,,,,,,
DRA.,"FERREIRO SCHIAVI,EMILIA BEATRIZ MARIA",M,3,E,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE INVESTIGACIONES EDUCATIVAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"SAURI DUCH,ENRIQUE",H,1,,INSTITUTO TECNOLOGICO DE MERIDA,INSTITUTO TECNOLOGICO DE MERIDA,YUCATAN,,,,,,,,,,,
DR.,"ANDRADE NARVAEZ,FERNANDO JOSE",H,1,,UNIVERSIDAD AUTONOMA DE YUCATAN,CENTRO DE INVESTIGACIONES REGIONALES DR. HIDEYO NOGUCHI,YUCATAN,,,,,,,,,,,
DR.,"ZEPEDA DOMINGUEZ,ARNULFO",H,3,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ARREGUIN SANCHEZ,FRANCISCO",H,3,,INSTITUTO POLITECNICO NACIONAL,CENTRO INTERDISCIPLINARIO DE CIENCIAS MARINAS,BAJA CALIFORNIA SUR,,,,,,,,,,,
DR.,"DICKINSON BANNACK,FEDERICO HORACIO",H,2,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,UNIDAD MERIDA,YUCATAN,,,,,,,,,,,
DR.,"BARCENA GAMA,JOSE RICARDO",H,2,,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,CAMPUS MONTECILLO,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"LAGUNES TEJEDA,ANGEL",H,1,,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,INSTITUTO DE FITOSANIDAD,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"PARRA HAKE,MIGUEL PEDRO",H,2,,INSTITUTO TECNOLOGICO DE TIJUANA,INSTITUTO TECNOLOGICO DE TIJUANA,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"SOMANATHAN RAMASAMY,RATNASAMY",H,3,,INSTITUTO TECNOLOGICO DE TIJUANA,INSTITUTO TECNOLOGICO DE TIJUANA,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"CARRILLO CALVET,HUMBERTO ANDRES",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE CIENCIAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"VASQUEZ PELAEZ,CARLOS GUSTAVO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"MARTINEZ RICHA,ANTONIO",H,3,,UNIVERSIDAD DE GUANAJUATO,CAMPUS GUANAJUATO,GUANAJUATO,,,,,,,,,,,
DR.,"RECAMIER ANGELINI,JOSE FRANCISCO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS FISICAS,MORELOS,,,,,,,,,,,
DRA.,"JAUREGUI RENAUD,ROCIO",M,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"MANCILLA PERCINO,TERESA",M,2,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE QUIMICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"SOLORZA FERIA,OMAR",H,3,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE QUIMICA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"PAZ SANDOVAL,MARIA DE LOS ANGELES",M,3,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE QUIMICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"IBAÐEZ CORNEJO,JORGE GUILLERMO",H,3,,UNIVERSIDAD IBEROAMERICANA,PLANTEL CIUDAD DE MEXICO,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"CONTRERAS THEUREL,ROSALINDA",M,3,E,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,DEPTO. DE QUIMICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"LAGUARDA FIGUERAS,ALFREDO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"BARRERA PEREZ,RUBEN GERARDO",H,3,E,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"BRUNER ITURBIDE,CARLOS ANTONIO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE PSICOLOGIA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CRUZ JIMENEZ,SALVADOR ANTONIO",H,3,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD IZTAPALAPA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"MUÐOZ PICONE,EDUARDO ADALBERTO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE FISICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"MARTINEZ VILLAFANE,ALBERTO",H,3,,"CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS, S.C.",DEPTO. DE INTEGRIDAD Y DISEÐO DE MATERIALES COMPUESTOS,CHIHUAHUA,,,,,,,,,,,
DR.,"RAMIREZ PULIDO,JOSE",H,2,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD IZTAPALAPA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"REYES ROMERO,MIGUEL ARTURO",H,1,,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,CAMPUS DURANGO,DURANGO,,,,,,,,,,,
DRA.,"MANZANILLA NAIM,LINDA ROSA",M,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES ANTROPOLOGICAS,DISTRITO FEDERAL,,,,,,,,,,,
